Any,Nom_Districte,Nom_Barri,Edat_quinquennal,Emmigrants,Immigrants
2015,Sant Martí,el Camp de l'Arpa del Clot,25-29 anys,150,408
2015,Sant Martí,el Clot,25-29 anys,114,213
2015,Sant Martí,el Parc i la Llacuna del Poblenou,25-29 anys,68,158
2015,Sant Martí,la Vila Olímpica del Poblenou,25-29 anys,21,69
2015,Sant Martí,el Poblenou,25-29 anys,114,285
2015,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,25-29 anys,28,81
2015,Sant Martí,el Besòs i el Maresme,25-29 anys,156,240
2015,Sant Martí,Provençals del Poblenou,25-29 anys,68,148
2015,Sant Martí,Sant Martí de Provençals,25-29 anys,93,167
2015,Sant Martí,la Verneda i la Pau,25-29 anys,102,156
2015,Ciutat Vella,el Raval,30-34 anys,451,958
2015,Ciutat Vella,el Barri Gòtic,30-34 anys,119,347
2015,Ciutat Vella,la Barceloneta,30-34 anys,120,340
2015,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",30-34 anys,170,477
2015,Eixample,el Fort Pienc,30-34 anys,168,347
2015,Eixample,la Sagrada Família,30-34 anys,293,585
2015,Eixample,la Dreta de l'Eixample,30-34 anys,248,470
2015,Eixample,l'Antiga Esquerra de l'Eixample,30-34 anys,237,510
2015,Eixample,la Nova Esquerra de l'Eixample,30-34 anys,326,604
2015,Eixample,Sant Antoni,30-34 anys,222,428
2015,Sants-Montjuïc,el Poble-sec,30-34 anys,294,542
2015,Sants-Montjuïc,la Marina del Prat Vermell,30-34 anys,10,16
2015,Sants-Montjuïc,la Marina de Port,30-34 anys,149,197
2015,Sants-Montjuïc,la Font de la Guatlla,30-34 anys,88,119
2015,Sants-Montjuïc,Hostafrancs,30-34 anys,131,229
2015,Sants-Montjuïc,la Bordeta,30-34 anys,132,155
2015,Sants-Montjuïc,Sants - Badal,30-34 anys,173,227
2015,Sants-Montjuïc,Sants,30-34 anys,312,432
2015,Les Corts,les Corts,30-34 anys,230,325
2015,Les Corts,la Maternitat i Sant Ramon,30-34 anys,128,222
2015,Les Corts,Pedralbes,30-34 anys,56,71
2015,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",30-34 anys,21,29
2015,Sarrià-Sant Gervasi,Sarrià,30-34 anys,95,115
2015,Sarrià-Sant Gervasi,les Tres Torres,30-34 anys,47,65
2015,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,30-34 anys,101,155
2015,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,30-34 anys,186,325
2015,Sarrià-Sant Gervasi,el Putxet i el Farró,30-34 anys,154,259
2015,Gràcia,Vallcarca i els Penitents,30-34 anys,65,116
2015,Gràcia,el Coll,30-34 anys,28,52
2015,Gràcia,la Salut,30-34 anys,63,92
2015,Gràcia,la Vila de Gràcia,30-34 anys,324,729
2015,Gràcia,el Camp d'en Grassot i Gràcia Nova,30-34 anys,155,317
2015,Horta-Guinardó,el Baix Guinardó,30-34 anys,126,216
2015,Horta-Guinardó,Can Baró,30-34 anys,45,53
2015,Horta-Guinardó,el Guinardó,30-34 anys,165,301
2015,Horta-Guinardó,la Font d'en Fargues,30-34 anys,30,36
2015,Horta-Guinardó,el Carmel,30-34 anys,130,181
2015,Horta-Guinardó,la Teixonera,30-34 anys,45,68
2015,Horta-Guinardó,Sant Genís dels Agudells,30-34 anys,31,47
2015,Horta-Guinardó,Montbau,30-34 anys,17,17
2015,Horta-Guinardó,la Vall d'Hebron,30-34 anys,12,22
2015,Horta-Guinardó,la Clota,30-34 anys,2,6
2015,Horta-Guinardó,Horta,30-34 anys,101,122
2015,Nou Barris,Vilapicina i la Torre Llobeta,30-34 anys,92,135
2015,Nou Barris,Porta,30-34 anys,70,134
2015,Nou Barris,el Turó de la Peira,30-34 anys,55,99
2015,Nou Barris,Can Peguera,30-34 anys,8,3
2015,Nou Barris,la Guineueta,30-34 anys,54,54
2015,Nou Barris,Canyelles,30-34 anys,22,15
2015,Nou Barris,les Roquetes,30-34 anys,79,126
2015,Nou Barris,Verdun,30-34 anys,59,70
2015,Nou Barris,la Prosperitat,30-34 anys,110,142
2015,Nou Barris,la Trinitat Nova,30-34 anys,41,48
2015,Nou Barris,Torre Baró,30-34 anys,14,11
2015,Nou Barris,Ciutat Meridiana,30-34 anys,75,81
2015,Nou Barris,Vallbona,30-34 anys,5,5
2015,Sant Andreu,la Trinitat Vella,30-34 anys,78,107
2015,Sant Andreu,Baró de Viver,30-34 anys,14,15
2015,Sant Andreu,el Bon Pastor,30-34 anys,61,70
2015,Sant Andreu,Sant Andreu,30-34 anys,202,270
2015,Sant Andreu,la Sagrera,30-34 anys,103,182
2015,Sant Andreu,el Congrés i els Indians,30-34 anys,65,88
2015,Sant Andreu,Navas,30-34 anys,96,126
2015,Sant Martí,el Camp de l'Arpa del Clot,30-34 anys,205,347
2015,Sant Martí,el Clot,30-34 anys,134,226
2015,Sant Martí,el Parc i la Llacuna del Poblenou,30-34 anys,81,147
2015,Sant Martí,la Vila Olímpica del Poblenou,30-34 anys,42,71
2015,Sant Martí,el Poblenou,30-34 anys,141,310
2015,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,30-34 anys,60,98
2015,Sant Martí,el Besòs i el Maresme,30-34 anys,147,213
2015,Sant Martí,Provençals del Poblenou,30-34 anys,100,142
2015,Sant Martí,Sant Martí de Provençals,30-34 anys,95,129
2015,Sant Martí,la Verneda i la Pau,30-34 anys,104,142
2015,Ciutat Vella,el Raval,35-39 anys,348,593
2015,Ciutat Vella,el Barri Gòtic,35-39 anys,123,227
2015,Ciutat Vella,la Barceloneta,35-39 anys,96,160
2015,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",35-39 anys,185,300
2015,Eixample,el Fort Pienc,35-39 anys,127,219
2015,Eixample,la Sagrada Família,35-39 anys,278,380
2015,Eixample,la Dreta de l'Eixample,35-39 anys,210,316
2015,Eixample,l'Antiga Esquerra de l'Eixample,35-39 anys,195,277
2015,Eixample,la Nova Esquerra de l'Eixample,35-39 anys,295,381
2015,Eixample,Sant Antoni,35-39 anys,207,290
2015,Sants-Montjuïc,el Poble-sec,35-39 anys,315,388
2015,Sants-Montjuïc,la Marina del Prat Vermell,35-39 anys,5,6
2015,Sants-Montjuïc,la Marina de Port,35-39 anys,143,171
2015,Sants-Montjuïc,la Font de la Guatlla,35-39 anys,62,83
2015,Sants-Montjuïc,Hostafrancs,35-39 anys,109,133
2015,Sants-Montjuïc,la Bordeta,35-39 anys,115,129
2015,Sants-Montjuïc,Sants - Badal,35-39 anys,161,172
2015,Sants-Montjuïc,Sants,35-39 anys,247,307
2015,Les Corts,les Corts,35-39 anys,188,263
2015,Les Corts,la Maternitat i Sant Ramon,35-39 anys,115,142
2015,Les Corts,Pedralbes,35-39 anys,49,72
2015,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",35-39 anys,19,27
2015,Sarrià-Sant Gervasi,Sarrià,35-39 anys,71,117
2015,Sarrià-Sant Gervasi,les Tres Torres,35-39 anys,43,74
2015,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,35-39 anys,73,117
2015,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,35-39 anys,164,218
2015,Sarrià-Sant Gervasi,el Putxet i el Farró,35-39 anys,120,165
2015,Gràcia,Vallcarca i els Penitents,35-39 anys,59,81
2015,Gràcia,el Coll,35-39 anys,46,41
2015,Gràcia,la Salut,35-39 anys,50,62
2015,Gràcia,la Vila de Gràcia,35-39 anys,293,404
2015,Gràcia,el Camp d'en Grassot i Gràcia Nova,35-39 anys,155,214
2015,Horta-Guinardó,el Baix Guinardó,35-39 anys,92,120
2015,Horta-Guinardó,Can Baró,35-39 anys,27,46
2015,Horta-Guinardó,el Guinardó,35-39 anys,142,189
2015,Horta-Guinardó,la Font d'en Fargues,35-39 anys,28,29
2015,Horta-Guinardó,el Carmel,35-39 anys,125,133
2015,Horta-Guinardó,la Teixonera,35-39 anys,43,43
2015,Horta-Guinardó,Sant Genís dels Agudells,35-39 anys,31,30
2015,Horta-Guinardó,Montbau,35-39 anys,14,28
2015,Horta-Guinardó,la Vall d'Hebron,35-39 anys,11,18
2015,Horta-Guinardó,la Clota,35-39 anys,2,2
2015,Horta-Guinardó,Horta,35-39 anys,75,126
2015,Nou Barris,Vilapicina i la Torre Llobeta,35-39 anys,84,105
2015,Nou Barris,Porta,35-39 anys,73,116
2015,Nou Barris,el Turó de la Peira,35-39 anys,59,92
2015,Nou Barris,Can Peguera,35-39 anys,5,8
2015,Nou Barris,la Guineueta,35-39 anys,45,43
2015,Nou Barris,Canyelles,35-39 anys,18,20
2015,Nou Barris,les Roquetes,35-39 anys,79,103
2015,Nou Barris,Verdun,35-39 anys,56,83
2015,Nou Barris,la Prosperitat,35-39 anys,100,128
2015,Nou Barris,la Trinitat Nova,35-39 anys,32,46
2015,Nou Barris,Torre Baró,35-39 anys,13,15
2015,Nou Barris,Ciutat Meridiana,35-39 anys,69,85
2015,Nou Barris,Vallbona,35-39 anys,12,9
2015,Sant Andreu,la Trinitat Vella,35-39 anys,83,90
2015,Sant Andreu,Baró de Viver,35-39 anys,14,12
2015,Sant Andreu,el Bon Pastor,35-39 anys,63,63
2015,Sant Andreu,Sant Andreu,35-39 anys,196,239
2015,Sant Andreu,la Sagrera,35-39 anys,126,149
2015,Sant Andreu,el Congrés i els Indians,35-39 anys,42,61
2015,Sant Andreu,Navas,35-39 anys,82,96
2015,Sant Martí,el Camp de l'Arpa del Clot,35-39 anys,206,218
2015,Sant Martí,el Clot,35-39 anys,118,157
2015,Sant Martí,el Parc i la Llacuna del Poblenou,35-39 anys,73,105
2015,Sant Martí,la Vila Olímpica del Poblenou,35-39 anys,31,66
2015,Sant Martí,el Poblenou,35-39 anys,144,228
2015,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,35-39 anys,65,99
2015,Sant Martí,el Besòs i el Maresme,35-39 anys,166,224
2015,Sant Martí,Provençals del Poblenou,35-39 anys,76,120
2015,Sant Martí,Sant Martí de Provençals,35-39 anys,72,98
2015,Sant Martí,la Verneda i la Pau,35-39 anys,96,118
2015,Ciutat Vella,el Raval,40-44 anys,273,396
2015,Ciutat Vella,el Barri Gòtic,40-44 anys,92,147
2015,Ciutat Vella,la Barceloneta,40-44 anys,80,115
2015,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",40-44 anys,105,158
2015,Eixample,el Fort Pienc,40-44 anys,117,166
2015,Eixample,la Sagrada Família,40-44 anys,160,220
2015,Eixample,la Dreta de l'Eixample,40-44 anys,146,191
2015,Eixample,l'Antiga Esquerra de l'Eixample,40-44 anys,135,200
2015,Eixample,la Nova Esquerra de l'Eixample,40-44 anys,175,224
2015,Eixample,Sant Antoni,40-44 anys,133,175
2015,Sants-Montjuïc,el Poble-sec,40-44 anys,194,207
2015,Sants-Montjuïc,la Marina del Prat Vermell,40-44 anys,2,1
2015,Sants-Montjuïc,la Marina de Port,40-44 anys,95,121
2015,Sants-Montjuïc,la Font de la Guatlla,40-44 anys,32,46
2015,Sants-Montjuïc,Hostafrancs,40-44 anys,76,90
2015,Sants-Montjuïc,la Bordeta,40-44 anys,59,61
2015,Sants-Montjuïc,Sants - Badal,40-44 anys,104,99
2015,Sants-Montjuïc,Sants,40-44 anys,166,190
2015,Les Corts,les Corts,40-44 anys,136,163
2015,Les Corts,la Maternitat i Sant Ramon,40-44 anys,75,110
2015,Les Corts,Pedralbes,40-44 anys,39,78
2015,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",40-44 anys,24,23
2015,Sarrià-Sant Gervasi,Sarrià,40-44 anys,92,132
2015,Sarrià-Sant Gervasi,les Tres Torres,40-44 anys,45,57
2015,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,40-44 anys,64,105
2015,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,40-44 anys,123,180
2015,Sarrià-Sant Gervasi,el Putxet i el Farró,40-44 anys,59,92
2015,Gràcia,Vallcarca i els Penitents,40-44 anys,43,52
2015,Gràcia,el Coll,40-44 anys,32,26
2015,Gràcia,la Salut,40-44 anys,41,32
2015,Gràcia,la Vila de Gràcia,40-44 anys,178,234
2015,Gràcia,el Camp d'en Grassot i Gràcia Nova,40-44 anys,99,102
2015,Horta-Guinardó,el Baix Guinardó,40-44 anys,73,85
2015,Horta-Guinardó,Can Baró,40-44 anys,26,25
2015,Horta-Guinardó,el Guinardó,40-44 anys,104,137
2015,Horta-Guinardó,la Font d'en Fargues,40-44 anys,19,26
2015,Horta-Guinardó,el Carmel,40-44 anys,75,87
2015,Horta-Guinardó,la Teixonera,40-44 anys,38,29
2015,Horta-Guinardó,Sant Genís dels Agudells,40-44 anys,24,13
2015,Horta-Guinardó,Montbau,40-44 anys,8,16
2015,Horta-Guinardó,la Vall d'Hebron,40-44 anys,9,20
2015,Horta-Guinardó,la Clota,40-44 anys,1,4
2015,Horta-Guinardó,Horta,40-44 anys,69,76
2015,Nou Barris,Vilapicina i la Torre Llobeta,40-44 anys,68,98
2015,Nou Barris,Porta,40-44 anys,78,120
2015,Nou Barris,el Turó de la Peira,40-44 anys,51,70
2015,Nou Barris,Can Peguera,40-44 anys,5,7
2015,Nou Barris,la Guineueta,40-44 anys,38,54
2015,Nou Barris,Canyelles,40-44 anys,11,20
2015,Nou Barris,les Roquetes,40-44 anys,53,60
2015,Nou Barris,Verdun,40-44 anys,48,45
2015,Nou Barris,la Prosperitat,40-44 anys,82,76
2015,Nou Barris,la Trinitat Nova,40-44 anys,28,37
2015,Nou Barris,Torre Baró,40-44 anys,13,10
2015,Nou Barris,Ciutat Meridiana,40-44 anys,56,42
2015,Nou Barris,Vallbona,40-44 anys,0,4
2015,Sant Andreu,la Trinitat Vella,40-44 anys,48,62
2015,Sant Andreu,Baró de Viver,40-44 anys,12,10
2015,Sant Andreu,el Bon Pastor,40-44 anys,49,67
2015,Sant Andreu,Sant Andreu,40-44 anys,143,166
2015,Sant Andreu,la Sagrera,40-44 anys,83,97
2015,Sant Andreu,el Congrés i els Indians,40-44 anys,38,46
2015,Sant Andreu,Navas,40-44 anys,67,78
2015,Sant Martí,el Camp de l'Arpa del Clot,40-44 anys,109,154
2015,Sant Martí,el Clot,40-44 anys,85,95
2015,Sant Martí,el Parc i la Llacuna del Poblenou,40-44 anys,57,68
2015,Sant Martí,la Vila Olímpica del Poblenou,40-44 anys,30,53
2015,Sant Martí,el Poblenou,40-44 anys,125,156
2015,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,40-44 anys,56,78
2015,Sant Martí,el Besòs i el Maresme,40-44 anys,128,138
2015,Sant Martí,Provençals del Poblenou,40-44 anys,55,94
2015,Sant Martí,Sant Martí de Provençals,40-44 anys,70,77
2015,Sant Martí,la Verneda i la Pau,40-44 anys,98,101
2015,Ciutat Vella,el Raval,45-49 anys,176,280
2015,Ciutat Vella,el Barri Gòtic,45-49 anys,57,96
2015,Ciutat Vella,la Barceloneta,45-49 anys,30,66
2015,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",45-49 anys,70,105
2015,Eixample,el Fort Pienc,45-49 anys,69,94
2015,Eixample,la Sagrada Família,45-49 anys,106,141
2015,Eixample,la Dreta de l'Eixample,45-49 anys,96,139
2015,Eixample,l'Antiga Esquerra de l'Eixample,45-49 anys,81,140
2015,Eixample,la Nova Esquerra de l'Eixample,45-49 anys,99,161
2015,Eixample,Sant Antoni,45-49 anys,97,91
2015,Sants-Montjuïc,el Poble-sec,45-49 anys,124,144
2015,Sants-Montjuïc,la Marina del Prat Vermell,45-49 anys,3,3
2015,Sants-Montjuïc,la Marina de Port,45-49 anys,64,73
2015,Sants-Montjuïc,la Font de la Guatlla,45-49 anys,24,27
2015,Sants-Montjuïc,Hostafrancs,45-49 anys,48,62
2015,Sants-Montjuïc,la Bordeta,45-49 anys,38,46
2015,Sants-Montjuïc,Sants - Badal,45-49 anys,80,80
2015,Sants-Montjuïc,Sants,45-49 anys,110,156
2015,Les Corts,les Corts,45-49 anys,80,114
2015,Les Corts,la Maternitat i Sant Ramon,45-49 anys,44,55
2015,Les Corts,Pedralbes,45-49 anys,28,52
2015,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",45-49 anys,16,28
2015,Sarrià-Sant Gervasi,Sarrià,45-49 anys,42,95
2015,Sarrià-Sant Gervasi,les Tres Torres,45-49 anys,32,65
2015,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,45-49 anys,54,74
2015,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,45-49 anys,73,164
2015,Sarrià-Sant Gervasi,el Putxet i el Farró,45-49 anys,44,72
2015,Gràcia,Vallcarca i els Penitents,45-49 anys,22,31
2015,Gràcia,el Coll,45-49 anys,12,17
2015,Gràcia,la Salut,45-49 anys,10,32
2015,Gràcia,la Vila de Gràcia,45-49 anys,114,141
2015,Gràcia,el Camp d'en Grassot i Gràcia Nova,45-49 anys,43,55
2015,Horta-Guinardó,el Baix Guinardó,45-49 anys,45,62
2015,Horta-Guinardó,Can Baró,45-49 anys,23,22
2015,Horta-Guinardó,el Guinardó,45-49 anys,76,92
2015,Horta-Guinardó,la Font d'en Fargues,45-49 anys,11,13
2015,Horta-Guinardó,el Carmel,45-49 anys,60,63
2015,Horta-Guinardó,la Teixonera,45-49 anys,16,22
2015,Horta-Guinardó,Sant Genís dels Agudells,45-49 anys,17,19
2015,Horta-Guinardó,Montbau,45-49 anys,13,17
2015,Horta-Guinardó,la Vall d'Hebron,45-49 anys,9,13
2015,Horta-Guinardó,la Clota,45-49 anys,1,2
2015,Horta-Guinardó,Horta,45-49 anys,50,69
2015,Nou Barris,Vilapicina i la Torre Llobeta,45-49 anys,42,66
2015,Nou Barris,Porta,45-49 anys,40,70
2015,Nou Barris,el Turó de la Peira,45-49 anys,20,53
2015,Nou Barris,Can Peguera,45-49 anys,4,5
2015,Nou Barris,la Guineueta,45-49 anys,20,24
2015,Nou Barris,Canyelles,45-49 anys,8,11
2015,Nou Barris,les Roquetes,45-49 anys,43,45
2015,Nou Barris,Verdun,45-49 anys,18,27
2015,Nou Barris,la Prosperitat,45-49 anys,42,75
2015,Nou Barris,la Trinitat Nova,45-49 anys,13,19
2015,Nou Barris,Torre Baró,45-49 anys,7,6
2015,Nou Barris,Ciutat Meridiana,45-49 anys,31,41
2015,Nou Barris,Vallbona,45-49 anys,1,4
2015,Sant Andreu,la Trinitat Vella,45-49 anys,26,35
2015,Sant Andreu,Baró de Viver,45-49 anys,6,3
2015,Sant Andreu,el Bon Pastor,45-49 anys,36,37
2015,Sant Andreu,Sant Andreu,45-49 anys,86,117
2015,Sant Andreu,la Sagrera,45-49 anys,52,71
2015,Sant Andreu,el Congrés i els Indians,45-49 anys,33,42
2015,Sant Andreu,Navas,45-49 anys,40,60
2015,Sant Martí,el Camp de l'Arpa del Clot,45-49 anys,87,98
2015,Sant Martí,el Clot,45-49 anys,64,81
2015,Sant Martí,el Parc i la Llacuna del Poblenou,45-49 anys,30,38
2015,Sant Martí,la Vila Olímpica del Poblenou,45-49 anys,18,37
2015,Sant Martí,el Poblenou,45-49 anys,61,89
2015,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,45-49 anys,38,36
2015,Sant Martí,el Besòs i el Maresme,45-49 anys,85,103
2015,Sant Martí,Provençals del Poblenou,45-49 anys,36,52
2015,Sant Martí,Sant Martí de Provençals,45-49 anys,32,53
2015,Sant Martí,la Verneda i la Pau,45-49 anys,67,63
2015,Ciutat Vella,el Raval,50-54 anys,119,162
2015,Ciutat Vella,el Barri Gòtic,50-54 anys,35,60
2015,Ciutat Vella,la Barceloneta,50-54 anys,25,38
2015,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",50-54 anys,51,71
2015,Eixample,el Fort Pienc,50-54 anys,55,71
2015,Eixample,la Sagrada Família,50-54 anys,74,118
2015,Eixample,la Dreta de l'Eixample,50-54 anys,68,114
2015,Eixample,l'Antiga Esquerra de l'Eixample,50-54 anys,67,116
2015,Eixample,la Nova Esquerra de l'Eixample,50-54 anys,90,128
2015,Eixample,Sant Antoni,50-54 anys,64,76
2015,Sants-Montjuïc,el Poble-sec,50-54 anys,88,91
2015,Sants-Montjuïc,la Marina del Prat Vermell,50-54 anys,0,4
2015,Sants-Montjuïc,la Marina de Port,50-54 anys,64,60
2015,Sants-Montjuïc,la Font de la Guatlla,50-54 anys,16,31
2015,Sants-Montjuïc,Hostafrancs,50-54 anys,32,35
2015,Sants-Montjuïc,la Bordeta,50-54 anys,22,38
2015,Sants-Montjuïc,Sants - Badal,50-54 anys,51,70
2015,Sants-Montjuïc,Sants,50-54 anys,96,87
2015,Les Corts,les Corts,50-54 anys,60,89
2015,Les Corts,la Maternitat i Sant Ramon,50-54 anys,42,52
2015,Les Corts,Pedralbes,50-54 anys,23,53
2015,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",50-54 anys,2,10
2015,Sarrià-Sant Gervasi,Sarrià,50-54 anys,25,57
2015,Sarrià-Sant Gervasi,les Tres Torres,50-54 anys,21,37
2015,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,50-54 anys,56,64
2015,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,50-54 anys,65,111
2015,Sarrià-Sant Gervasi,el Putxet i el Farró,50-54 anys,52,71
2015,Gràcia,Vallcarca i els Penitents,50-54 anys,21,24
2015,Gràcia,el Coll,50-54 anys,6,12
2015,Gràcia,la Salut,50-54 anys,17,15
2015,Gràcia,la Vila de Gràcia,50-54 anys,78,104
2015,Gràcia,el Camp d'en Grassot i Gràcia Nova,50-54 anys,28,59
2015,Horta-Guinardó,el Baix Guinardó,50-54 anys,29,53
2015,Horta-Guinardó,Can Baró,50-54 anys,13,19
2015,Horta-Guinardó,el Guinardó,50-54 anys,63,63
2015,Horta-Guinardó,la Font d'en Fargues,50-54 anys,10,7
2015,Horta-Guinardó,el Carmel,50-54 anys,37,64
2015,Horta-Guinardó,la Teixonera,50-54 anys,13,21
2015,Horta-Guinardó,Sant Genís dels Agudells,50-54 anys,11,12
2015,Horta-Guinardó,Montbau,50-54 anys,9,11
2015,Horta-Guinardó,la Vall d'Hebron,50-54 anys,4,12
2015,Horta-Guinardó,la Clota,50-54 anys,2,2
2015,Horta-Guinardó,Horta,50-54 anys,33,42
2015,Nou Barris,Vilapicina i la Torre Llobeta,50-54 anys,28,51
2015,Nou Barris,Porta,50-54 anys,36,51
2015,Nou Barris,el Turó de la Peira,50-54 anys,28,36
2015,Nou Barris,Can Peguera,50-54 anys,3,1
2015,Nou Barris,la Guineueta,50-54 anys,15,18
2015,Nou Barris,Canyelles,50-54 anys,4,6
2015,Nou Barris,les Roquetes,50-54 anys,29,34
2015,Nou Barris,Verdun,50-54 anys,21,30
2015,Nou Barris,la Prosperitat,50-54 anys,31,55
2015,Nou Barris,la Trinitat Nova,50-54 anys,15,13
2015,Nou Barris,Torre Baró,50-54 anys,3,6
2015,Nou Barris,Ciutat Meridiana,50-54 anys,25,27
2015,Nou Barris,Vallbona,50-54 anys,0,2
2015,Sant Andreu,la Trinitat Vella,50-54 anys,24,28
2015,Sant Andreu,Baró de Viver,50-54 anys,3,5
2015,Sant Andreu,el Bon Pastor,50-54 anys,15,35
2015,Sant Andreu,Sant Andreu,50-54 anys,56,76
2015,Sant Andreu,la Sagrera,50-54 anys,36,52
2015,Sant Andreu,el Congrés i els Indians,50-54 anys,33,22
2015,Sant Andreu,Navas,50-54 anys,37,45
2015,Sant Martí,el Camp de l'Arpa del Clot,50-54 anys,64,76
2015,Sant Martí,el Clot,50-54 anys,41,51
2015,Sant Martí,el Parc i la Llacuna del Poblenou,50-54 anys,20,30
2015,Sant Martí,la Vila Olímpica del Poblenou,50-54 anys,16,24
2015,Sant Martí,el Poblenou,50-54 anys,35,51
2015,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,50-54 anys,19,23
2015,Sant Martí,el Besòs i el Maresme,50-54 anys,54,55
2015,Sant Martí,Provençals del Poblenou,50-54 anys,34,31
2015,Sant Martí,Sant Martí de Provençals,50-54 anys,47,58
2015,Sant Martí,la Verneda i la Pau,50-54 anys,46,55
2015,Ciutat Vella,el Raval,55-59 anys,79,114
2015,Ciutat Vella,el Barri Gòtic,55-59 anys,27,50
2015,Ciutat Vella,la Barceloneta,55-59 anys,10,23
2015,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",55-59 anys,38,50
2015,Eixample,el Fort Pienc,55-59 anys,40,53
2015,Eixample,la Sagrada Família,55-59 anys,63,81
2015,Eixample,la Dreta de l'Eixample,55-59 anys,53,71
2015,Eixample,l'Antiga Esquerra de l'Eixample,55-59 anys,65,71
2015,Eixample,la Nova Esquerra de l'Eixample,55-59 anys,63,105
2015,Eixample,Sant Antoni,55-59 anys,44,70
2015,Sants-Montjuïc,el Poble-sec,55-59 anys,60,70
2015,Sants-Montjuïc,la Marina del Prat Vermell,55-59 anys,2,2
2015,Sants-Montjuïc,la Marina de Port,55-59 anys,28,35
2015,Sants-Montjuïc,la Font de la Guatlla,55-59 anys,14,17
2015,Sants-Montjuïc,Hostafrancs,55-59 anys,16,25
2015,Sants-Montjuïc,la Bordeta,55-59 anys,16,26
2015,Sants-Montjuïc,Sants - Badal,55-59 anys,37,41
2015,Sants-Montjuïc,Sants,55-59 anys,64,61
2015,Les Corts,les Corts,55-59 anys,49,60
2015,Les Corts,la Maternitat i Sant Ramon,55-59 anys,31,36
2015,Les Corts,Pedralbes,55-59 anys,12,21
2015,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",55-59 anys,8,7
2015,Sarrià-Sant Gervasi,Sarrià,55-59 anys,31,38
2015,Sarrià-Sant Gervasi,les Tres Torres,55-59 anys,22,17
2015,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,55-59 anys,37,42
2015,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,55-59 anys,45,81
2015,Sarrià-Sant Gervasi,el Putxet i el Farró,55-59 anys,26,43
2015,Gràcia,Vallcarca i els Penitents,55-59 anys,20,22
2015,Gràcia,el Coll,55-59 anys,5,11
2015,Gràcia,la Salut,55-59 anys,16,19
2015,Gràcia,la Vila de Gràcia,55-59 anys,52,73
2015,Gràcia,el Camp d'en Grassot i Gràcia Nova,55-59 anys,31,46
